user_id,subscription_type,user_journey
469140,Annual,Courses-Other-Homepage-Pricing-Checkout-Homepage-Coupon-Other-Career track certificate-Career tracks-Courses
469146,Annual,Coupon
469153,Annual,Coupon
469162,Monthly,Homepage-Courses-Career tracks-Sign up-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Pricing-Sign up-Pricing-Log in-Checkout
469209,Monthly,Other-Log in-Homepage-Sign up-Log in-Checkout-Log in-Sign up-Checkout-Log in-Checkout
469214,Monthly,Homepage-Sign up-Log in-Checkout
469228,Monthly,Sign up-Checkout
469313,Monthly,Log in-Other-Homepage-Log in-Other-Homepage-Courses-Career tracks-Homepage-Pricing-Checkout-Coupon
469323,Monthly,Homepage-Courses-Sign up-Homepage-Log in-Homepage-Log in
469356,Annual,Courses-Sign up-Courses-Pricing-Resources center-Pricing-Sign up-Coupon
469375,Annual,Other-Log in-Coupon
469383,Monthly,Homepage-Sign up-Other-Pricing-Homepage-Log in
469398,Monthly,Other-Sign up-Checkout-Homepage-Pricing-Log in-Other-Checkout-Homepage-Log in-Checkout
469410,Annual,Homepage-Courses-Homepage-Courses-Pricing-Checkout-Courses-Homepage-Courses-Sign up-Log in-Coupon
469479,Annual,Homepage-Sign up-Homepage-Career track certificate-Course certificate-Career track certificate-Pricing-Sign up-Pricing-Courses-Sign up-Log in-Homepage-Log in-Other-Log in-Homepage-Log in-Homepage-Career track certificate-Career tracks-Log in-Homepage-Career track certificate-Log in-Homepage-Log in-Checkout-Homepage-Log in-Checkout-Log in-Checkout-Log in-Checkout-Homepage-Log in
469533,Annual,Homepage-Sign up-Homepage-Sign up-Log in-Sign up-Coupon
469709,Monthly,Courses-Sign up-Checkout
469721,Monthly,Log in-Other-Log in-Homepage-Log in-Homepage-Log in-Sign up-Checkout
469785,Monthly,Log in-Homepage-Log in-Homepage-Log in-Checkout-Log in
469859,Annual,Other-Pricing-Career tracks-Sign up-Other-Coupon
469922,Annual,Other-Homepage-Log in-Coupon-Log in
469931,Monthly,Sign up-Log in-Homepage-Log in-Sign up-Log in-Checkout
469961,Annual,Homepage-Pricing-Homepage-Career tracks-Courses-Homepage-Pricing-Checkout-Homepage-Resources center-Courses-Resources center-Courses-Career tracks-Courses-Career tracks-Courses-Sign up-Homepage-Sign up-Coupon-Log in-Coupon
469993,Annual,Homepage-Pricing-Courses-Homepage-Career track certificate-Career tracks-Career track certificate-Career tracks-Pricing-Checkout-Homepage-Pricing-Courses-Homepage-Career tracks-Homepage-Career tracks-Courses-Career tracks-Courses-Homepage-Other-Homepage-Resources center-Homepage-Pricing-Checkout-Pricing-Checkout-Homepage-Log in-Homepage-Log in-Coupon-Checkout
470028,Annual,Homepage-Pricing-Checkout-Pricing-Courses-Career tracks-Courses-Career tracks-Upcoming courses-Resources center-Career track certificate-Instructors-About us-Courses-Course certificate-Career track certificate-Career tracks-Courses-Homepage-Pricing-Checkout-Homepage-Pricing-Homepage-Courses-Pricing-Other-Upcoming courses-Career tracks-Log in-Homepage-Log in-Homepage-Pricing-Checkout
470102,Quarterly,Sign up-Checkout
470224,Monthly,Homepage-Courses-Pricing-Sign up-Pricing-Log in-Checkout
470262,Monthly,Courses-Sign up-Checkout
470307,Annual,Career tracks-Sign up-Log in-Coupon
470344,Monthly,Pricing-Sign up-Checkout
470350,Quarterly,Homepage-Log in-Homepage-Course certificate-Career track certificate-Career tracks-Courses-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Courses-Career tracks-Career track certificate-Career tracks-Courses-Homepage-Log in-Checkout-Log in-Sign up-Homepage-Log in-Checkout-Log in-Checkout-Log in-Homepage-Courses-Homepage-Log in-Courses-Log in
470366,Monthly,Homepage-Sign up-Homepage-Log in-Checkout
470403,Monthly,Homepage-Pricing-Courses-Career track certificate-Courses-Resources center-Courses-Pricing-Courses-Pricing-Courses-Career tracks-Courses-Pricing-Sign up-Log in-Checkout
470435,Monthly,Homepage-Career tracks-Sign up-Checkout
470437,Monthly,Homepage-Career tracks-Sign up-Checkout
470478,Monthly,Sign up-Homepage-Log in-Checkout
470656,Monthly,Homepage-Career track certificate-Pricing-Courses-Sign up-Homepage-Log in-Homepage-Courses-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Homepage-Log in-Checkout
470950,Annual,Homepage-Log in
470963,Annual,Homepage-Sign up-Homepage-Log in-Coupon
471001,Monthly,Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Sign up-Checkout
471019,Monthly,Homepage-Log in-Checkout
471234,Annual,Other-Courses-Homepage-Pricing-Checkout-Pricing-Sign up-Homepage-Sign up-Pricing-Checkout-Homepage-Log in-Homepage-Log in-Coupon
471328,Annual,Coupon
471413,Annual,Homepage-Career tracks-Pricing-Homepage-Pricing-Homepage-Other-Course certificate-Resources center-Courses-Other-Courses-Homepage-Pricing-Courses-Log in-Other-Sign up-Homepage-Log in-Other-Log in-Homepage-Log in-Checkout
471435,Annual,Homepage-Courses-Career tracks-Courses-Pricing-Career tracks-Courses-Upcoming courses-Career tracks-Log in-Sign up-Homepage-Log in-Homepage-Log in-Coupon
471544,Monthly,Homepage-Sign up-Checkout
471607,Annual,Homepage-Sign up-Homepage-Pricing-Homepage-Log in-Checkout-Coupon
471616,Monthly,Pricing-Sign up-Checkout
471625,Annual,Log in-Checkout-Log in
471666,Monthly,Log in-Other-Sign up-Log in-Checkout
471686,Annual,Homepage-Career tracks-Sign up-Other-Career tracks-Pricing-Career tracks-Pricing-Career tracks-Pricing-Career tracks-Homepage-Career tracks-Pricing-Career tracks-Courses-Career track certificate-Career tracks-Courses-Career tracks-Courses-Log in-Checkout
471772,Annual,Coupon
471779,Annual,Homepage-Sign up-Checkout
471876,Annual,Other-Coupon
471896,Annual,Homepage-Sign up-Homepage-Pricing-Homepage-Pricing-Sign up-Checkout
471936,Monthly,Courses-Sign up-Courses-Sign up-Checkout
472133,Monthly,Career tracks-Courses-Pricing-Career tracks-Courses-Checkout-Pricing-Log in-Checkout-Log in
472275,Monthly,Homepage-Sign up-Checkout
472292,Monthly,Homepage-Career track certificate-Courses-Homepage-Sign up-Pricing-Log in-Checkout
472312,Annual,Pricing-Checkout-Homepage-Resources center-Other-Career tracks-Upcoming courses-Courses-Career tracks-Sign up-Log in-Checkout-Coupon-Homepage-Log in-Sign up-Coupon-Log in-Coupon
472385,Monthly,Courses-Pricing-Career tracks-Sign up
472395,Monthly,Sign up-Log in-Homepage-Course certificate-Career track certificate-Career tracks-Sign up-Homepage-Sign up-Log in-Homepage-Course certificate-Career track certificate-Sign up-Career track certificate-Sign up-Log in-Homepage-Other-Log in-Homepage-Log in-Sign up-Log in-Homepage-Sign up-Log in-Homepage-Log in-Homepage-Log in-Checkout
472407,Monthly,Homepage-Sign up-Checkout
472417,Monthly,Homepage-Sign up-Checkout
472504,Annual,Coupon-Log in-Coupon
472534,Monthly,Homepage-Pricing-Sign up-Other-Log in-Checkout
472536,Annual,Homepage-Pricing-Checkout-Pricing-Resources center-Pricing-Checkout-Resources center-Homepage-Sign up-Homepage-Log in-Checkout
472540,Monthly,Homepage-Courses-Sign up-Checkout
472587,Monthly,Other-Log in-Checkout
472640,Annual,Courses-Sign up-Resources center-Other-Sign up-Homepage-Log in-Other-Log in-Checkout
472714,Monthly,Courses-Sign up-Homepage-Log in-Checkout
472764,Quarterly,Courses-Sign up-Courses-Log in-Checkout
472824,Monthly,Homepage-Sign up-Homepage-Courses-Sign up-Homepage-Log in-Homepage-Log in-Sign up-Homepage-Log in-Homepage-Log in-Sign up-Log in-Sign up-Checkout-Log in-Checkout
472863,Monthly,Career tracks-Pricing-Sign up-Log in-Checkout
472904,Annual,Coupon
472929,Annual,Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Pricing-Log in-Sign up-Coupon
473149,Monthly,Career tracks-Sign up-Checkout
473220,Monthly,Homepage-Career track certificate-Homepage-Career track certificate-Career tracks-Courses-Homepage-Career track certificate-Career tracks-Sign up-Log in-Checkout
473226,Annual,Homepage-Sign up-Log in
473235,Annual,Coupon
473288,Monthly,Other-Log in-Checkout-Log in
473320,Monthly,Homepage-Courses-Sign up-Log in-Homepage-Sign up-Log in-Homepage-Log in-Checkout
473362,Annual,Homepage-Courses-Pricing-Homepage-Career tracks-Career track certificate-Instructors-Courses-Log in-Sign up-Log in-Career tracks-Log in-Checkout-Homepage-Log in-Homepage-Pricing-Career tracks-Pricing-Checkout-Homepage-Career tracks-Pricing-Checkout-Pricing-Career tracks-Pricing-Career tracks-Resources center-Upcoming courses-Courses-Pricing-Courses-Pricing-Checkout-Courses-Coupon-Checkout
473410,Annual,Homepage-Sign up-Log in-Checkout
473521,Annual,Homepage-Sign up-Homepage-Pricing-Sign up-Pricing-Sign up-Coupon-Checkout-Sign up
473558,Monthly,Sign up-Homepage-Log in-Homepage-Log in-Coupon
473590,Annual,Courses-Sign up-Checkout
473658,Monthly,Homepage-Sign up-Log in-Homepage-Log in-Checkout
473724,Monthly,Other-Sign up-Course certificate-Career track certificate-Sign up-Course certificate-Career track certificate-Career tracks-Sign up-Log in-Homepage-Log in-Checkout
473762,Annual,Homepage-Resources center-Other-Resources center-Homepage-Career track certificate-Career tracks-Sign up-Career tracks-Other-Sign up-Log in-Coupon
473792,Annual,Homepage-Sign up-Homepage-Courses-Pricing-Courses-Career track certificate-Resources center-Course certificate-Career tracks-Courses-Sign up-Courses-Career tracks-Courses-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Upcoming courses-Courses-Homepage-Career tracks-Homepage-Career tracks-Homepage-Sign up-Homepage-Sign up-Log in-Homepage-Log in-Homepage-Sign up-Log in-Coupon
473826,Monthly,Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Sign up-Career tracks-Sign up-Checkout
473972,Monthly,Homepage-Career tracks-Sign up-Checkout
473973,Monthly,Homepage-Sign up-Log in
473999,Monthly,Courses-Sign up-Checkout
474038,Monthly,Homepage-Courses-Pricing-Resources center-Career tracks-Upcoming courses-Career tracks-Upcoming courses-Courses-Sign up-Courses-Course certificate-Career tracks-Courses-Sign up-Courses-Sign up-Checkout
474142,Annual,Homepage-Career track certificate-Homepage-Course certificate-Career tracks-Homepage-Career track certificate-Pricing-Career track certificate-Course certificate-Career tracks-Career track certificate-Courses-Pricing-Homepage-Sign up-Homepage-Career track certificate-Resources center-Course certificate-Career tracks-Upcoming courses-Career track certificate-Career tracks-Courses-Sign up-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career track certificate-Career tracks-Career track certificate-Pricing-Homepage-Pricing-Career tracks-Sign up-Log in-Sign up-Log in-Other-Coupon
474143,Monthly,Homepage-Course certificate-Sign up-Course certificate-Pricing-Homepage-Course certificate-Sign up-Homepage-Log in-Checkout
474256,Monthly,Log in-Sign up-Checkout
474346,Monthly,Homepage-Career tracks-Sign up-Homepage-Sign up-Checkout
474383,Monthly,Homepage-Sign up-Log in-Sign up-Log in-Sign up-Log in-Sign up-Log in-Sign up-Log in-Sign up-Log in-Sign up-Log in-Sign up-Log in-Sign up-Log in-Sign up-Checkout
474403,Monthly,Sign up-Checkout
474406,Monthly,Homepage-Sign up-Other-Log in-Homepage-Resources center-Log in-Other-Pricing-Log in-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Checkout
474415,Annual,Homepage-Sign up-Pricing-Log in-Other-Checkout
474515,Annual,Coupon
474521,Annual,Homepage-Career tracks-Homepage-Career tracks-Sign up-Homepage-Pricing-Sign up-Log in-Checkout
474592,Monthly,Homepage-Career tracks-Pricing-Checkout
474730,Monthly,Homepage-Career tracks-Sign up-Homepage-Log in-Checkout
474972,Monthly,Homepage-Course certificate-Career track certificate-Career tracks-Pricing-Career track certificate-Career tracks-Sign up-Checkout
474983,Annual,Homepage-Career track certificate-Career tracks-Courses-Pricing-Courses-Resources center-Other-Pricing-Courses-Homepage-Coupon
475039,Annual,Homepage-Career tracks-Sign up-Career tracks-Pricing-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Course certificate-Homepage-Log in-Checkout
475043,Annual,Homepage-Sign up-Homepage-Log in-Homepage-Log in-Coupon
475078,Monthly,Homepage-Pricing-Homepage-Sign up-Checkout
475136,Annual,Homepage-Log in-Checkout
475159,Annual,Homepage-Career tracks-Sign up-Coupon
475286,Monthly,Log in-Career track certificate-Sign up-Career track certificate-Log in-Homepage-Log in-Career track certificate-Success stories-Sign up-Checkout
475366,Quarterly,Homepage-Career tracks-Courses-Sign up-Homepage-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Checkout
475623,Monthly,Homepage-Pricing-Courses-Pricing-Courses-Log in-Sign up-Checkout
475698,Monthly,Homepage-Career tracks-Sign up-Homepage-Log in-Other-Log in-Courses-Homepage-Pricing-Log in-Homepage-Pricing-Log in-Checkout
475701,Monthly,Homepage-Career tracks-Courses-Career tracks-Career track certificate-Courses-Course certificate-Career track certificate-Career tracks-Pricing-Career tracks-Sign up-Checkout
475747,Monthly,Pricing-Checkout-Homepage-Sign up-Checkout
475774,Annual,Coupon-Pricing-Checkout-Pricing-Checkout-Pricing-Coupon
475782,Annual,Homepage-Courses-Coupon
475920,Annual,Coupon
475985,Annual,Other
475991,Annual,Homepage-Sign up-Homepage-Course certificate-Career track certificate-Courses-Sign up-Courses-Career tracks-Courses-Homepage-Courses-Homepage-Course certificate-Career track certificate-Pricing-Checkout-Pricing-Checkout-Homepage-Log in-Courses-Log in-Other-Homepage-Log in-Homepage-Log in-Checkout
476068,Annual,Pricing-Sign up-Pricing-Log in-Checkout
476069,Monthly,Sign up-Homepage-Log in-Homepage-Log in-Other-Courses-Log in-Other-Resources center-Checkout
476093,Annual,Coupon
476098,Monthly,Other-Log in-Checkout
476110,Monthly,Homepage-Sign up-Log in-Checkout-Homepage-Log in-Checkout-Homepage-Log in-Checkout
476129,Annual,Coupon
476251,Annual,Other
476302,Monthly,Coupon-Sign up-Homepage-Pricing-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Courses-Career track certificate-Pricing-Checkout-Pricing-Checkout-Pricing-Other-Pricing-Checkout-Homepage-Pricing-Checkout-Pricing-Checkout-Homepage-Log in-Homepage-Resources center-Other-Resources center-Other-Log in-Checkout-Course certificate-Other-Resources center-Courses-Pricing-Checkout
476566,Monthly,Homepage-Courses-Sign up-Homepage-Career tracks-Sign up-Career tracks-Sign up-Checkout
476580,Monthly,Homepage-Pricing-Courses-Pricing-Sign up-Checkout
476763,Monthly,Other-Course certificate-Sign up-Log in-Checkout
476848,Monthly,Homepage-Courses-Homepage-Courses-Career tracks-Courses-Pricing-Courses-Homepage-Pricing-Sign up-Log in-Resources center-Courses-Resources center-Other-Pricing-Resources center-Log in-Resources center-Pricing-Courses-Log in-Checkout
477022,Monthly,Coupon
477323,Monthly,Instructors-Career track certificate-Career tracks-Courses-Career tracks-Homepage-Pricing-Sign up-Pricing-Sign up-Homepage-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Pricing-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Resources center-Upcoming courses-Career tracks-Other-Success stories-Pricing-Career track certificate-Career tracks-Courses-Career tracks-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Pricing-Checkout-Homepage-Log in
477463,Monthly,Homepage-Career tracks-Sign up-Career tracks-Sign up-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Pricing-Career tracks-Course certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Sign up-Log in-Checkout
477604,Monthly,Homepage-Log in-Checkout-Sign up-Checkout
477976,Monthly,Homepage-Courses-Homepage-Sign up-Checkout
478040,Monthly,Homepage-Sign up-Coupon-Checkout-Sign up-Log in-Checkout-Homepage-Log in-Checkout-Other-Log in-Checkout-Log in-Checkout-Log in-Checkout-Homepage-Log in-Checkout-Log in
478049,Quarterly,Homepage-Sign up-Homepage-Other-Courses-Career tracks-Success stories-Career tracks-Success stories-Other-Pricing-Sign up-Homepage-Sign up-Checkout-Other-Success stories-Coupon-Log in-Homepage-Log in-Homepage-Log in-Checkout
478081,Monthly,Homepage-Sign up-Homepage-Sign up-Checkout
478228,Quarterly,Homepage-Log in-Checkout-Homepage-Log in-Checkout
478251,Monthly,Courses-Sign up-Checkout
478314,Annual,Coupon
478421,Annual,Coupon
478854,Annual,Coupon
478956,Monthly,Homepage-Sign up-Checkout
479048,Annual,Other-Pricing-Success stories-Resources center-Success stories-Log in-Checkout
479087,Annual,Other
479115,Annual,Other
479150,Monthly,Courses-Sign up-Log in-Checkout
479193,Monthly,Courses-Sign up-Checkout
479260,Annual,Homepage-Courses-Sign up-Checkout-Homepage-Sign up-Checkout-Sign up-Checkout
479276,Annual,Homepage-Instructors-Homepage-Courses-Career tracks-Courses-Career tracks-Sign up-Log in-Coupon
479353,Annual,Homepage-Courses-Career tracks-Career track certificate-Course certificate-Pricing-Sign up-Checkout-Homepage-Courses-Sign up-Log in-Checkout-Homepage-Pricing-Checkout-Log in-Sign up-Log in-Checkout-Pricing-Log in-Checkout-Pricing-Log in-Pricing-Log in-Checkout
479372,Monthly,Checkout
479391,Quarterly,Pricing-Checkout
479498,Annual,Coupon
479504,Annual,Other-Coupon-Checkout-Coupon
479574,Monthly,Homepage-Career track certificate-Sign up-Career track certificate-Pricing-Other-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Courses-Homepage-Career tracks-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout-Homepage-Log in-Checkout
479580,Annual,Coupon
479607,Annual,Coupon
479981,Monthly,Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Sign up-Checkout
479986,Annual,Other
480532,Annual,Coupon
480615,Monthly,Other-Log in-Other-Resources center-Other-Checkout
480655,Annual,Sign up-Homepage-Log in
480663,Monthly,Homepage-Career tracks-Pricing-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Sign up-Homepage-Log in-Checkout-Sign up-Homepage-Log in-Checkout
480685,Monthly,Homepage-Course certificate-Pricing-Courses-Homepage-Sign up-Log in-Checkout-Homepage-Log in-Checkout
481147,Annual,Other
481415,Annual,Other
481441,Monthly,Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Pricing-Log in-Homepage-Log in-Homepage-Log in-Pricing-Log in-Homepage-Log in-Pricing-Log in-Pricing-Log in-Pricing-Log in-Other-Log in-Other
481765,Annual,Other
481795,Annual,Homepage-Pricing-Sign up-Checkout
481817,Annual,Other
481898,Monthly,Other-Log in-Checkout
481937,Annual,Other
482184,Annual,Other
482290,Annual,Homepage-Pricing-Career track certificate-Sign up-Pricing-Courses-Course certificate-Courses-Career tracks-Courses-Career tracks-Pricing-Coupon
482356,Annual,Other
482517,Annual,Other
483339,Monthly,Log in-Sign up-Checkout
483547,Annual,Other
483659,Monthly,Other-Homepage-Log in-Homepage-Log in-Other-Homepage-Log in-Homepage-Sign up-Other-Log in-Coupon
483925,Annual,Other-Pricing-Coupon
484742,Annual,Other
484804,Annual,Other
484842,Annual,Homepage-Courses-Sign up-Courses-Log in-Sign up-Other-Coupon-Courses-Sign up-Log in-Checkout
484881,Annual,Homepage-Sign up-Homepage-Pricing-Career track certificate-Courses-Homepage-Pricing-Career tracks-Courses-Career tracks-Other-Career track certificate-About us-Upcoming courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Sign up-Homepage-Sign up-Homepage-Pricing-Coupon
485413,Annual,Other-Pricing-Sign up-Log in-Other
485840,Monthly,Homepage-Courses-Homepage-Sign up-Checkout
486037,Annual,Other
486142,Annual,Other
486414,Monthly,Courses-Sign up-Checkout
486523,Quarterly,Homepage-Pricing-Homepage-Sign up-Log in-Checkout-Log in
486604,Annual,Homepage-Pricing-Homepage-Career tracks-Pricing-Other-Pricing-Sign up-Pricing-Sign up-Coupon
486612,Quarterly,Other
486736,Annual,Other-Homepage-Log in-Checkout-Other-Homepage-Log in-Checkout
486754,Annual,Other
486891,Quarterly,Other
487499,Annual,Other
487565,Annual,Other-Homepage-Sign up-Homepage-Resources center-Homepage-Log in-Homepage-Resources center-Homepage-Career tracks-Sign up-Other
487592,Quarterly,Homepage-Courses-Pricing-Homepage-Courses-Sign up-Checkout-Resources center-Other-Resources center-Other-Resources center-Checkout-Log in-Checkout
487692,Annual,Other
487732,Annual,Coupon
487797,Annual,Other
488323,Annual,Homepage-Courses-Sign up-Homepage-Pricing-Homepage-Career tracks-Sign up-Other-Checkout
488416,Monthly,Courses-Sign up-Checkout
488474,Annual,Other
488477,Annual,Homepage-Sign up-Checkout
488590,Annual,Other
489020,Annual,Other
489300,Annual,Coupon
489305,Annual,Coupon
489409,Annual,Other
489757,Monthly,Other
489879,Monthly,Homepage-Career tracks-Homepage-Career tracks-Sign up-Career tracks-Sign up-Homepage-Log in-Homepage-Log in-Checkout-Coupon
490234,Quarterly,Other
490287,Monthly,Homepage-Pricing-Upcoming courses-Courses-Upcoming courses-Sign up-Checkout
490310,Annual,Other-Courses-Pricing-Homepage-Course certificate-Courses-Sign up-Checkout
490353,Annual,Other
490581,Monthly,Career tracks-Sign up-Homepage-Log in-Homepage-Sign up-Homepage-Career tracks-Courses-Sign up-Log in-Checkout-Coupon
490645,Monthly,Homepage-Pricing-Courses-Career tracks-Homepage-Courses-Homepage-Pricing-Homepage-Pricing-Homepage-Career tracks-Courses-Career tracks-Instructors-Courses-Pricing-Homepage-Pricing-Homepage-Sign up
490646,Annual,Coupon
490648,Monthly,Other
490935,Annual,Other
491365,Annual,Other-Coupon
491597,Annual,Homepage-Sign up-Log in-Checkout
491618,Annual,Homepage-Pricing-Courses-Resources center-Career track certificate-Courses-Sign up-Checkout
491840,Annual,Homepage-Career tracks-Sign up-Homepage-Pricing-Resources center-Sign up-Checkout
492088,Annual,Other
492205,Annual,Other
492224,Monthly,Homepage-Course certificate-Pricing-Career track certificate-Homepage-Sign up-Pricing-Log in-Other-Success stories-Checkout
492312,Annual,Coupon
492615,Annual,Other
493209,Monthly,Homepage-Career track certificate-Course certificate-Courses-Career tracks-Sign up-Other-Log in-Checkout
493296,Annual,Homepage-Sign up-Checkout
493332,Monthly,Career tracks-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Coupon-Checkout
493343,Monthly,Homepage-Sign up-Checkout
493403,Annual,Homepage-Pricing-Career track certificate-Course certificate-Courses-Other-Coupon-Checkout-Log in-Checkout
493439,Monthly,Other
493510,Annual,Other
493723,Monthly,Homepage-Career tracks-Courses-Log in-Sign up-Homepage-Log in-Homepage-Log in-Checkout
493781,Annual,Coupon
493914,Annual,Pricing-Courses-Career track certificate-Career tracks-Courses-Sign up-Checkout
493923,Annual,Homepage-Sign up-Log in-Homepage-Pricing-Homepage-Courses-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
494199,Annual,Other
494374,Annual,Other
494682,Annual,Pricing-Sign up-Coupon
494927,Monthly,Courses-Sign up-Checkout
495071,Monthly,Pricing-Course certificate-Sign up-Course certificate-Sign up-Checkout
495307,Monthly,Homepage-Courses-Sign up-Checkout
495474,Monthly,Homepage-Career tracks-Pricing-Career tracks-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Log in-Sign up-Homepage-Log in-Checkout
495483,Monthly,Homepage-Career tracks-Homepage-Courses-Course certificate-Courses-Pricing-Courses-Homepage-Career tracks-Sign up-Log in-Checkout
495629,Annual,Other
495825,Monthly,Coupon-Checkout
496115,Annual,Other
496165,Monthly,Homepage-Career tracks-Instructors-Pricing-Instructors-Courses-Sign up-Checkout
496423,Annual,Homepage-Courses-Other-Career track certificate-Course certificate-Upcoming courses-Courses-Homepage-Sign up-Coupon-Log in-Coupon
496453,Annual,Coupon
496848,Annual,Homepage-Career tracks-Sign up-Checkout-Homepage-Log in-Coupon-Checkout-Coupon-Checkout
497046,Annual,Other
497091,Monthly,Courses-Sign up-Checkout
497190,Annual,Other
497224,Monthly,Homepage-Pricing-Sign up-Homepage-Sign up-Career track certificate-Course certificate-Homepage-Sign up-Pricing-Career track certificate-Career tracks-Homepage-Course certificate-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Homepage-Sign up-Career track certificate-Courses-Homepage-Sign up-Pricing-Sign up-Homepage-Courses-Course certificate-Homepage-Log in-Homepage-Log in-Checkout
497322,Monthly,Homepage-Pricing-Career tracks-Upcoming courses-Courses-Sign up-Checkout
497334,Annual,Other
497350,Monthly,Other-Sign up
497639,Annual,Other-Pricing-Checkout
497756,Annual,Sign up-Career tracks-Log in-Career tracks-Sign up-Homepage-Course certificate-Sign up-Log in-Checkout
497762,Annual,Other
497915,Annual,Other
498038,Annual,Other
498125,Annual,Other
498261,Quarterly,Homepage-Sign up-Checkout-Log in-Checkout
498365,Annual,Sign up-Coupon
498498,Annual,Other
498940,Monthly,Homepage-Pricing-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Course certificate-Upcoming courses-Career tracks-Pricing-Career track certificate-Other-Success stories-Checkout
499050,Annual,Other-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Pricing-Log in-Checkout
499238,Annual,Homepage-Courses-Career tracks-Courses-Pricing-Career track certificate-Course certificate-Courses-Career tracks-Courses-Upcoming courses-Courses-Coupon
499260,Monthly,Other-Career track certificate-Career tracks-Sign up-Checkout
499330,Annual,Other
499528,Quarterly,Homepage-Career tracks-Sign up-Log in-Coupon
499589,Monthly,Homepage-Pricing-Sign up-Homepage-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Sign up-Checkout
499672,Annual,Coupon
499673,Annual,Courses-Pricing-Sign up-Courses-Career tracks-Homepage-Courses-Log in-Homepage-Courses-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Homepage-Courses-Homepage-Courses-Log in-Courses-Pricing-Checkout-Log in-Checkout-Homepage-Sign up-Homepage-Career tracks-Pricing-Checkout-Homepage-Courses-Career tracks-Courses-Log in-Checkout-Courses-Log in-Coupon-Log in-Coupon-Log in-Coupon-Homepage-Log in-Coupon
499862,Annual,Other-Sign up-Homepage-Log in-Checkout
499933,Annual,Homepage-Pricing-Checkout-Homepage-Sign up
500168,Quarterly,Homepage-Sign up-Homepage-Sign up-Log in-Homepage-Sign up-Log in-Checkout
500200,Annual,Other
500308,Monthly,Homepage-Career track certificate-Career tracks-Sign up-Log in-Checkout
500312,Monthly,Courses-Sign up-Checkout
